,Area,BHK,Bathroom,Furnishing,Locality,Price
748,1150.0,2,2.0,Semi-Furnished,Other,10800000
752,450.0,1,1.0,Semi-Furnished,"New Manglapuri, Sultanpur",2350000
753,1350.0,3,3.0,Semi-Furnished,Sultanpur,8500000
754,445.0,1,2.0,Semi-Furnished,Other,1650000
755,1200.0,2,2.0,Semi-Furnished,Other,10000000
757,1100.0,2,2.0,Semi-Furnished,Other,2800000
758,700.0,2,2.0,Semi-Furnished,Other,2600000
759,500.0,1,1.0,Furnished,"New Manglapuri, Sultanpur",2350000
760,540.0,1,1.0,Unfurnished,Other,2350000
761,450.0,1,1.0,Unfurnished,Sultanpur,2000000
762,800.0,2,2.0,Semi-Furnished,Sultanpur,5000000
763,700.0,2,2.0,Semi-Furnished,"New Manglapuri, Sultanpur",3500000
764,750.0,2,2.0,Semi-Furnished,Sultanpur,4500000
765,750.0,2,2.0,Unfurnished,Sultanpur,4000000
766,1600.0,3,3.0,Unfurnished,"New Manglapuri, Sultanpur",10800000
767,1000.0,3,2.0,Unfurnished,"New Manglapuri, Sultanpur",10000000
768,1600.0,3,3.0,Unfurnished,"New Manglapuri, Sultanpur",10800000
769,900.0,3,2.0,Semi-Furnished,Other,9000000
770,1700.0,3,3.0,Semi-Furnished,"New Manglapuri, Sultanpur",8500000
771,1100.0,3,2.0,Semi-Furnished,"New Manglapuri, Sultanpur",6000000
772,1000.0,3,3.0,Semi-Furnished,"New Manglapuri, Sultanpur",5500000
773,1000.0,3,2.0,Semi-Furnished,Other,7000000
774,1100.0,3,2.0,Furnished,Sultanpur,6000000
775,765.0,3,2.0,Unfurnished,Other,3700000
776,900.0,2,2.0,Semi-Furnished,Other,3100000
777,600.0,2,2.0,Unfurnished,Sultanpur,4500000
778,360.0,1,1.0,Semi-Furnished,Other,1500000
794,725.0,2,2.0,Furnished,Chhattarpur,3000000
795,900.0,3,2.0,Semi-Furnished,Chhattarpur,4900000
796,750.0,2,2.0,Unfurnished,Chhattarpur,3500000
797,700.0,2,2.0,Semi-Furnished,Chhattarpur Enclave Phase2,3000000
798,950.0,3,2.0,Semi-Furnished,Chhattarpur,7020000
799,1600.0,3,4.0,Unfurnished,Other,60000000
800,900.0,2,2.0,Semi-Furnished,Chhattarpur,3500000
801,1500.0,3,3.0,Semi-Furnished,Chhattarpur,7000000
802,500.0,2,1.0,Semi-Furnished,Chhattarpur Enclave Phase2,7000000
803,1035.0,3,3.0,Semi-Furnished,Chhattarpur Enclave Phase2,4500000
804,825.0,3,2.0,Semi-Furnished,Other,5990000
805,1300.0,3,3.0,Semi-Furnished,Chhattarpur,4400000
806,765.0,2,2.0,Unfurnished,Chhattarpur,2500000
807,580.0,1,1.0,Semi-Furnished,Chhattarpur Enclave Phase2,1600000
808,1750.0,3,3.0,Semi-Furnished,Chhattarpur Enclave Phase2,6500000
812,850.0,2,2.0,Semi-Furnished,Mehrauli,2800000
813,800.0,3,3.0,Semi-Furnished,Mehrauli,4500000
814,405.0,1,1.0,Furnished,Mehrauli,1800000
815,1350.0,3,3.0,Unfurnished,Mehrauli,8500000
816,1350.0,3,3.0,Unfurnished,Mehrauli,8500000
817,450.0,1,1.0,Unfurnished,Mehrauli,1700000
818,1300.0,3,3.0,Semi-Furnished,Other,7000000
819,1050.0,3,2.0,Unfurnished,Mehrauli,5600000
820,1675.0,4,3.0,Furnished,Mehrauli,13500000
821,1250.0,3,3.0,Unfurnished,Mehrauli,8500000
822,1080.0,3,3.0,Unfurnished,Mehrauli,6000000
823,1170.0,3,3.0,Unfurnished,Other,7200000
824,1250.0,3,2.0,Semi-Furnished,Other,6500000
825,1500.0,3,3.0,Semi-Furnished,Other,8400000
826,1350.0,3,3.0,Unfurnished,Mehrauli,8500000
827,855.0,2,2.0,Semi-Furnished,Mehrauli,4000000
828,540.0,1,1.0,Unfurnished,Mehrauli,1700000
829,1044.0983,3,2.0,Unfurnished,Mehrauli,6000000
830,405.0,1,1.0,Semi-Furnished,Mehrauli,1600000
831,500.0,1,2.0,Semi-Furnished,Mehrauli,2100000
832,450.0,1,1.0,Furnished,Mehrauli,1700000
833,405.0,1,1.0,Unfurnished,Other,1500000
834,405.0,1,1.0,Unfurnished,Mehrauli,1200000
835,450.0,1,1.0,Unfurnished,Other,1650000
837,1100.0,3,2.0,Unfurnished,Mehrauli,8500000
838,600.0,2,2.0,Unfurnished,Mehrauli,3200000
850,770.0,2,2.0,Semi-Furnished,Mahavir Enclave,3790000
851,810.0,3,2.0,Semi-Furnished,Mahavir Enclave,4200000
852,710.0,2,2.0,Unfurnished,Mahavir Enclave,2900000
853,950.0,3,2.0,Unfurnished,Mahavir Enclave Part 1,5000000
854,450.0,1,1.0,Semi-Furnished,Mahavir Enclave Part 1,2100000
855,500.0,2,2.0,Semi-Furnished,Mahavir Enclave Part 1,3200000
856,600.0,2,1.0,Semi-Furnished,Mahavir Enclave Part 1,3000000
857,420.0,1,1.0,Unfurnished,Mahavir Enclave Part 1,2300000
858,900.0,3,2.0,Semi-Furnished,Mahavir Enclave Part 1,5900000
859,945.0,3,2.0,Semi-Furnished,Mahavir Enclave Part 1,5500000
860,565.0,2,2.0,Unfurnished,Other,3500000
861,450.0,2,1.0,Semi-Furnished,Other,1700000
862,430.0,1,1.0,Unfurnished,Mahavir Enclave,1850000
863,550.0,2,2.0,Unfurnished,Mahavir Enclave,2300000
864,810.0,3,2.0,Furnished,Mahavir Enclave,3800000
865,720.0,3,2.0,Semi-Furnished,Mahavir Enclave Part 1,4500000
866,360.0,2,1.0,Semi-Furnished,Other,2200000
867,820.0,3,2.0,Semi-Furnished,Mahavir Enclave,5200000
868,459.0,2,2.0,Semi-Furnished,Other,2200000
870,450.0,1,1.0,Furnished,Other,2200000
871,900.0,2,2.0,Semi-Furnished,Other,3800000
872,360.0,1,1.0,Unfurnished,Other,1800000
873,559.7228,2,2.0,Furnished,Narela,2850000
874,350.0,1,1.0,Unfurnished,Narela,2500000
875,365.0,1,1.0,Unfurnished,Narela,3500000
876,390.0,1,1.0,Unfurnished,"DDA Lig Flats, Narela",2000000
877,350.0,1,1.0,Unfurnished,Other,3000000
878,210.0,1,1.0,Semi-Furnished,"DDA Lig Flats, Narela",2000000
880,500.0,1,1.0,Unfurnished,Other,1800000
881,350.0,1,1.0,Unfurnished,"DDA Lig Flats, Narela",1600000
882,379.0,1,1.0,Unfurnished,"DDA Lig Flats, Narela",1600000
883,236.8058,1,1.0,Unfurnished,Narela,2000000
884,445.0,1,1.0,Unfurnished,Other,1500000
885,452.0838,2,1.0,Furnished,Other,3000000
886,350.0,1,1.0,Unfurnished,Narela,1490000
887,437.0,1,1.0,Furnished,"DDA Lig Flats, Narela",3500000
889,495.0,2,2.0,Unfurnished,Narela,1750000
890,900.0,2,2.0,Unfurnished,Other,4600000
891,350.0,1,1.0,Semi-Furnished,"DDA Lig Flats, Narela",1800000
892,585.0,2,2.0,Unfurnished,Narela,1900000
893,198.0,1,1.0,Furnished,Other,1000000
894,4900.0,1,1.0,Unfurnished,"DDA Lig Flats, Narela",1000000
895,2077.4327,1,1.0,Unfurnished,Other,1000000
897,990.0,3,2.0,Furnished,Narela,5000000
898,425.0,1,1.0,Unfurnished,Narela,2200000
905,3000.0,4,4.0,Unfurnished,Other,67000000
906,850.0,2,2.0,Unfurnished,Malviya Nagar,8500000
907,750.0,2,2.0,Unfurnished,Malviya Nagar,11500000
908,2600.0,4,5.0,Semi-Furnished,Other,52500000
909,800.0,2,2.0,Semi-Furnished,Malviya Nagar,12000000
910,550.0,2,2.0,Semi-Furnished,Malviya Nagar,10700000
911,700.0,2,2.0,Semi-Furnished,Malviya Nagar,9000000
912,2316.0,3,4.0,Furnished,Other,100000000
913,900.0,3,2.0,Semi-Furnished,Other,6200000
915,900.0,2,3.0,Semi-Furnished,Other,12500000
916,1500.0,2,2.0,Semi-Furnished,Malviya Nagar,13000000
917,650.0,3,2.0,Unfurnished,Other,4200000
918,2000.0,4,4.0,Semi-Furnished,Malviya Nagar,36000000
919,500.0,1,1.0,Unfurnished,Malviya Nagar,2300000
920,1125.0,2,2.0,Unfurnished,Malviya Nagar,8100000
921,1300.0,3,3.0,Semi-Furnished,Malviya Nagar,10000000
922,2500.0,4,5.0,Unfurnished,Other,62500000
923,2200.0,4,5.0,Semi-Furnished,Other,65000000
924,1290.0,3,2.0,Semi-Furnished,Malviya Nagar,20000000
925,2250.0,4,4.0,Semi-Furnished,Other,57500000
926,1350.0,3,3.0,Semi-Furnished,Other,30000000
927,1400.0,3,3.0,Semi-Furnished,Other,30000000
928,1700.0,3,3.0,Unfurnished,Other,30000000
934,900.0,2,2.0,Furnished,"Dilshad Colony, Dilshad Garden",6900000
935,400.0,1,1.0,Unfurnished,"Dilshad Colony, Dilshad Garden",3600000
936,900.0,3,2.0,Semi-Furnished,"Dilshad Colony, Dilshad Garden",13500000
937,1000.0,3,2.0,Furnished,Other,9200000
938,405.0,1,1.0,Unfurnished,"Dilshad Colony, Dilshad Garden",2500000
939,1700.0,3,2.0,Furnished,Other,17000000
940,800.0,3,2.0,Semi-Furnished,Dilshad Garden,9030000
941,1076.39,3,2.0,Unfurnished,"Dilshad Colony, Dilshad Garden",9300000
942,750.0,2,1.0,Semi-Furnished,Other,6500000
943,460.0,2,1.0,Unfurnished,"Dilshad Colony, Dilshad Garden",3300000
944,370.0,1,1.0,Unfurnished,"Dilshad Colony, Dilshad Garden",2400000
945,1800.0,3,3.0,Semi-Furnished,"Dilshad Colony, Dilshad Garden",15000000
946,1080.0,3,1.0,Unfurnished,Dilshad Garden,7000000
947,350.0,1,1.0,Unfurnished,Other,4200000
948,500.0,2,1.0,Furnished,Dilshad Garden,5800000
949,900.0,3,2.0,Semi-Furnished,"Dilshad Colony, Dilshad Garden",4800000
950,800.0,2,2.0,Semi-Furnished,"Dilshad Colony, Dilshad Garden",7500000
951,350.0,1,1.0,Unfurnished,Other,3000000
952,430.556,1,1.0,Unfurnished,Dilshad Garden,4300000
953,500.0,1,1.0,Semi-Furnished,"Dilshad Colony, Dilshad Garden",2600000
954,1450.0,2,2.0,Unfurnished,Dilshad Garden,7000000
955,800.0,2,2.0,Unfurnished,"Dilshad Colony, Dilshad Garden",6000000
956,1000.0,2,2.0,Semi-Furnished,"Dilshad Colony, Dilshad Garden",6700000
957,1000.0,3,3.0,Furnished,Other,9500000
958,1600.0,3,2.0,Semi-Furnished,Other,17000000
976,1450.0,3,2.0,Furnished,Other,14000000
977,1450.0,3,3.0,Semi-Furnished,Other,11600000
978,1150.0,3,3.0,Semi-Furnished,Other,12000000
979,780.0,2,2.0,Semi-Furnished,Other,7500000
980,1300.0,3,2.0,Semi-Furnished,Other,9800000
981,1350.0,3,3.0,Semi-Furnished,Other,12000000
982,1200.0,3,2.0,Semi-Furnished,Other,12500000
983,1460.0,3,3.0,Semi-Furnished,Other,16500000
984,1460.0,3,3.0,Unfurnished,Other,12000000
985,1100.0,2,2.0,Unfurnished,Other,7200000
986,1500.0,3,3.0,Furnished,Other,15000000
987,1050.0,2,2.0,Semi-Furnished,Other,10000000
988,1350.0,3,3.0,Semi-Furnished,Other,11000000
989,1500.0,2,2.0,Furnished,"Godrej South Estate, Okhla",24700000
990,976.0,2,2.0,Furnished,"Godrej South Estate, Okhla",24900000
991,540.0,2,1.0,Semi-Furnished,Other,3600000
992,450.0,1,1.0,Semi-Furnished,Other,1700000
